駅番号,路線名,駅名
N-10,東京メトロ南北線,飯田橋駅
N-11,東京メトロ南北線,後楽園駅
N-12,東京メトロ南北線,東大前駅
N-13,東京メトロ南北線,本駒込駅
N-14,東京メトロ南北線,駒込駅
N-15,東京メトロ南北線,西ケ原駅
N-16,東京メトロ南北線,王子駅
N-17,東京メトロ南北線,王子神谷駅
N-18,東京メトロ南北線,志茂駅
N-19,東京メトロ南北線,赤羽岩淵駅
F-01,東京メトロ副都心線,和光市駅
F-02,東京メトロ副都心線,地下鉄成増駅
F-03,東京メトロ副都心線,地下鉄赤塚駅
F-04,東京メトロ副都心線,平和台駅
F-05,東京メトロ副都心線,氷川台駅
F-06,東京メトロ副都心線,小竹向原駅
F-07,東京メトロ副都心線,千川駅
F-08,東京メトロ副都心線,要町駅
F-09,東京メトロ副都心線,池袋駅
F-10,東京メトロ副都心線,雑司が谷駅
F-11,東京メトロ副都心線,西早稲田駅
F-12,東京メトロ副都心線,東新宿駅
F-13,東京メトロ副都心線,新宿三丁目駅
F-14,東京メトロ副都心線,北参道駅
F-15,東京メトロ副都心線,明治神宮前〈原宿〉駅
F-16,東京メトロ副都心線,渋谷駅
A-01,都営地下鉄浅草線,西馬込駅
A-02,都営地下鉄浅草線,馬込駅
A-03,都営地下鉄浅草線,中延駅
A-04,都営地下鉄浅草線,戸越駅
A-05,都営地下鉄浅草線,五反田駅
A-06,都営地下鉄浅草線,高輪台駅
A-07,都営地下鉄浅草線,泉岳寺駅
A-08,都営地下鉄浅草線,三田駅
A-09,都営地下鉄浅草線,大門駅
A-10,都営地下鉄浅草線,新橋駅
A-11,都営地下鉄浅草線,東銀座駅
A-12,都営地下鉄浅草線,宝町駅
A-13,都営地下鉄浅草線,日本橋駅
A-14,都営地下鉄浅草線,人形町駅
A-15,都営地下鉄浅草線,東日本橋駅
A-16,都営地下鉄浅草線,浅草橋駅
A-17,都営地下鉄浅草線,蔵前駅
A-18,都営地下鉄浅草線,浅草駅
A-19,都営地下鉄浅草線,本所吾妻橋駅
A-20,都営地下鉄浅草線,押上駅
I-01,都営地下鉄三田線,目黒駅
I-02,都営地下鉄三田線,白金台駅
I-03,都営地下鉄三田線,白金高輪駅
I-04,都営地下鉄三田線,三田駅
I-05,都営地下鉄三田線,芝公園駅
I-06,都営地下鉄三田線,御成門駅
I-07,都営地下鉄三田線,内幸町駅
I-08,都営地下鉄三田線,日比谷駅
I-09,都営地下鉄三田線,大手町駅
I-10,都営地下鉄三田線,神保町駅
I-11,都営地下鉄三田線,水道橋駅
I-12,都営地下鉄三田線,春日駅
I-13,都営地下鉄三田線,白山駅
I-14,都営地下鉄三田線,千石駅
I-15,都営地下鉄三田線,巣鴨駅
I-16,都営地下鉄三田線,西巣鴨駅
I-17,都営地下鉄三田線,新板橋駅
I-18,都営地下鉄三田線,板橋区役所前駅
I-19,都営地下鉄三田線,板橋本町駅
I-20,都営地下鉄三田線,本蓮沼駅
I-21,都営地下鉄三田線,志村坂上駅
I-22,都営地下鉄三田線,志村三丁目駅
I-23,都営地下鉄三田線,蓮根駅
I-24,都営地下鉄三田線,西台駅
I-25,都営地下鉄三田線,高島平駅
I-26,都営地下鉄三田線,新高島平駅
I-27,都営地下鉄三田線,西高島平駅
S-01,都営地下鉄新宿線,新宿駅
S-02,都営地下鉄新宿線,新宿三丁目駅
S-03,都営地下鉄新宿線,曙橋駅
S-04,都営地下鉄新宿線,市ヶ谷駅
S-05,都営地下鉄新宿線,九段下駅
S-06,都営地下鉄新宿線,神保町駅
S-07,都営地下鉄新宿線,小川町駅
S-08,都営地下鉄新宿線,岩本町駅
S-09,都営地下鉄新宿線,馬喰横山駅
S-10,都営地下鉄新宿線,浜町駅
S-11,都営地下鉄新宿線,森下駅
S-12,都営地下鉄新宿線,菊川駅
S-13,都営地下鉄新宿線,住吉駅
S-14,都営地下鉄新宿線,西大島駅
S-15,都営地下鉄新宿線,大島駅
S-16,都営地下鉄新宿線,東大島駅
S-17,都営地下鉄新宿線,船堀駅
S-18,都営地下鉄新宿線,一之江駅
S-19,都営地下鉄新宿線,瑞江駅
S-20,都営地下鉄新宿線,篠崎駅
S-21,都営地下鉄新宿線,本八幡駅
E-28,都営地下鉄大江戸線,都庁前駅
E-01,都営地下鉄大江戸線,新宿西口駅
E-02,都営地下鉄大江戸線,東新宿駅
E-03,都営地下鉄大江戸線,若松河田駅
E-04,都営地下鉄大江戸線,牛込柳町駅
E-05,都営地下鉄大江戸線,牛込神楽坂駅
E-06,都営地下鉄大江戸線,飯田橋駅
E-07,都営地下鉄大江戸線,春日駅
E-08,都営地下鉄大江戸線,本郷三丁目駅
E-09,都営地下鉄大江戸線,上野御徒町駅
E-10,都営地下鉄大江戸線,新御徒町駅
E-11,都営地下鉄大江戸線,蔵前駅
E-12,都営地下鉄大江戸線,両国駅
E-13,都営地下鉄大江戸線,森下駅
E-14,都営地下鉄大江戸線,清澄白河駅
E-15,都営地下鉄大江戸線,門前仲町駅
E-16,都営地下鉄大江戸線,月島駅
E-17,都営地下鉄大江戸線,勝どき駅
E-18,都営地下鉄大江戸線,築地市場駅
E-19,都営地下鉄大江戸線,汐留駅
E-20,都営地下鉄大江戸線,大門駅
E-21,都営地下鉄大江戸線,赤羽橋駅
E-22,都営地下鉄大江戸線,麻布十番駅
E-23,都営地下鉄大江戸線,六本木駅
E-24,都営地下鉄大江戸線,青山一丁目駅
E-25,都営地下鉄大江戸線,国立競技場駅
E-26,都営地下鉄大江戸線,代々木駅
E-27,都営地下鉄大江戸線,新宿駅
E-28,都営地下鉄大江戸線,都庁前駅
E-29,都営地下鉄大江戸線,西新宿五丁目駅
E-30,都営地下鉄大江戸線,中野坂上駅
E-31,都営地下鉄大江戸線,東中野駅
E-32,都営地下鉄大江戸線,中井駅
E-33,都営地下鉄大江戸線,落合南長崎駅
E-34,都営地下鉄大江戸線,新江古田駅
E-35,都営地下鉄大江戸線,練馬駅
E-36,都営地下鉄大江戸線,豊島園駅
E-37,都営地下鉄大江戸線,練馬春日町駅
E-38,都営地下鉄大江戸線,光が丘駅
U-01,ゆりかもめ東京臨海新交通臨海線,新橋駅
U-02,ゆりかもめ東京臨海新交通臨海線,汐留駅
U-03,ゆりかもめ東京臨海新交通臨海線,竹芝駅
U-04,ゆりかもめ東京臨海新交通臨海線,日の出駅
U-05,ゆりかもめ東京臨海新交通臨海線,芝浦ふ頭駅
U-06,ゆりかもめ東京臨海新交通臨海線,お台場海浜公園駅
U-07,ゆりかもめ東京臨海新交通臨海線,台場駅
U-08,ゆりかもめ東京臨海新交通臨海線,船の科学館駅
U-09,ゆりかもめ東京臨海新交通臨海線,テレコムセンター駅
U-10,ゆりかもめ東京臨海新交通臨海線,青海駅
U-11,ゆりかもめ東京臨海新交通臨海線,国際展示場正門駅
U-12,ゆりかもめ東京臨海新交通臨海線,有明駅
U-13,ゆりかもめ東京臨海新交通臨海線,有明テニスの森駅
U-14,ゆりかもめ東京臨海新交通臨海線,市場前駅
U-15,ゆりかもめ東京臨海新交通臨海線,新豊洲駅
U-16,ゆりかもめ東京臨海新交通臨海線,豊洲駅
1,東京都交通局日暮里・舎人ライナー,日暮里駅
2,東京都交通局日暮里・舎人ライナー,西日暮里駅
3,東京都交通局日暮里・舎人ライナー,赤土小学校前駅
4,東京都交通局日暮里・舎人ライナー,熊野前駅
5,東京都交通局日暮里・舎人ライナー,足立小台駅
6,東京都交通局日暮里・舎人ライナー,扇大橋駅
7,東京都交通局日暮里・舎人ライナー,高野駅
8,東京都交通局日暮里・舎人ライナー,江北駅
9,東京都交通局日暮里・舎人ライナー,西新井大師西駅
10,東京都交通局日暮里・舎人ライナー,谷在家駅
11,東京都交通局日暮里・舎人ライナー,舎人公園駅
12,東京都交通局日暮里・舎人ライナー,舎人駅
13,東京都交通局日暮里・舎人ライナー,見沼代親水公園駅
KS01,京成本線,京成上野駅
KS02,京成本線,日暮里駅
KS03,京成本線,新三河島駅
KS04,京成本線,町屋駅
KS05,京成本線,千住大橋駅
KS06,京成本線,京成関屋駅
KS07,京成本線,堀切菖蒲園駅
KS08,京成本線,お花茶屋駅
KS09,京成本線,青砥駅
KS10,京成本線,京成高砂駅
KS11,京成本線,京成小岩駅
KS12,京成本線,江戸川駅
KS13,京成本線,国府台駅
KS14,京成本線,市川真間駅
KS15,京成本線,菅野駅
KS16,京成本線,京成八幡駅
KS17,京成本線,鬼越駅
KS18,京成本線,京成中山駅
KS19,京成本線,東中山駅
KS20,京成本線,京成西船駅
KS21,京成本線,海神駅
KS22,京成本線,京成船橋駅
KS23,京成本線,大神宮下駅
KS24,京成本線,船橋競馬場駅
KS25,京成本線,谷津駅
KS26,京成本線,京成津田沼駅
KS27,京成本線,京成大久保駅
KS28,京成本線,実籾駅
KS29,京成本線,八千代台駅
KS30,京成本線,京成大和田駅
KS31,京成本線,勝田台駅
KS32,京成本線,志津駅
KS33,京成本線,ユーカリが丘駅
KS34,京成本線,京成臼井駅
KS35,京成本線,京成佐倉駅
KS36,京成本線,大佐倉駅
KS37,京成本線,京成酒々井駅
KS38,京成本線,宗吾参道駅
KS39,京成本線,公津の杜駅
KS40,京成本線,京成成田駅
KS41,京成本線,空港第2ビル駅
KS42,京成本線,成田空港駅
KS10,成田スカイアクセス線,京成高砂駅
HS01,成田スカイアクセス線,新柴又駅
HS02,成田スカイアクセス線,矢切駅
HS03,成田スカイアクセス線,北国分駅（堀之内貝塚）
HS04,成田スカイアクセス線,秋山駅
HS05,成田スカイアクセス線,東松戸駅
HS06,成田スカイアクセス線,松飛台駅（八柱霊園）
HS07,成田スカイアクセス線,大町駅（市川市動植物園）
HS08,成田スカイアクセス線,新鎌ヶ谷駅
HS09,成田スカイアクセス線,西白井駅
HS10,成田スカイアクセス線,白井駅
HS11,成田スカイアクセス線,小室駅
HS12,成田スカイアクセス線,千葉ニュータウン中央駅
HS13,成田スカイアクセス線,印西牧の原駅
HS14,成田スカイアクセス線,印旛日本医大駅（松虫姫）
KS40,京成東成田線,京成成田駅
KS44,京成東成田線,東成田駅
KS45,京成押上線,押上駅
KS46,京成押上線,京成曳舟駅
KS47,京成押上線,八広駅
KS48,京成押上線,四ツ木駅
KS49,京成押上線,京成立石駅
KS09,京成押上線,青砥駅
KS10,京成金町線,京成高砂駅
KS50,京成金町線,柴又駅
KS51,京成金町線,京成金町駅
KS26,京成千葉線,京成津田沼駅
KS52,京成千葉線,京成幕張本郷駅
KS53,京成千葉線,京成幕張駅
KS54,京成千葉線,検見川駅
KS55,京成千葉線,京成稲毛駅
KS56,京成千葉線,みどり台駅
KS57,京成千葉線,西登戸駅
KS58,京成千葉線,新千葉駅
KS59,京成千葉線,京成千葉駅
KS60,京成千葉線,千葉中央駅
KS60,京成千原線,千葉中央駅
KS61,京成千原線,千葉寺駅
KS62,京成千原線,大森台駅
KS63,京成千原線,学園前駅
KS64,京成千原線,おゆみ野駅
KS65,京成千原線,ちはら台駅
KS44,芝山鉄道線,東成田駅
SR01,芝山鉄道線,芝山千代田駅
SL01,新京成電鉄新京成線,松戸駅
SL02,新京成電鉄新京成線,上本郷駅
SL03,新京成電鉄新京成線,松戸新田駅
SL04,新京成電鉄新京成線,みのり台駅
SL05,新京成電鉄新京成線,八柱駅
SL06,新京成電鉄新京成線,常盤平駅
SL07,新京成電鉄新京成線,五香駅
SL08,新京成電鉄新京成線,元山駅
SL09,新京成電鉄新京成線,くぬぎ山駅
SL10,新京成電鉄新京成線,北初富駅
SL11,新京成電鉄新京成線,新鎌ヶ谷駅
SL12,新京成電鉄新京成線,初富駅
SL13,新京成電鉄新京成線,鎌ヶ谷大仏駅
SL14,新京成電鉄新京成線,二和向台駅
SL15,新京成電鉄新京成線,三咲駅
SL16,新京成電鉄新京成線,滝不動駅
SL17,新京成電鉄新京成線,高根公団駅
SL18,新京成電鉄新京成線,高根木戸駅
SL19,新京成電鉄新京成線,北習志野駅
SL20,新京成電鉄新京成線,習志野駅
SL21,新京成電鉄新京成線,薬園台駅
SL22,新京成電鉄新京成線,前原駅
SL23,新京成電鉄新京成線,新津田沼駅
SL24,新京成電鉄新京成線,京成津田沼駅
A07,京急本線,泉岳寺駅
KK01,京急本線,品川駅
KK02,京急本線,北品川駅
KK03,京急本線,新馬場駅
KK04,京急本線,青物横丁駅
KK05,京急本線,鮫洲駅
KK06,京急本線,立会川駅
KK07,京急本線,大森海岸駅
KK08,京急本線,平和島駅
KK09,京急本線,大森町駅
KK10,京急本線,梅屋敷駅
KK11,京急本線,京急蒲田駅
KK18,京急本線,雑色駅
KK19,京急本線,六郷土手駅
KK20,京急本線,京急川崎駅
KK27,京急本線,八丁畷駅
KK28,京急本線,鶴見市場駅
KK29,京急本線,京急鶴見駅
KK30,京急本線,花月園前駅
KK31,京急本線,生麦駅
KK32,京急本線,京急新子安駅
KK33,京急本線,子安駅
KK34,京急本線,神奈川新町駅
KK35,京急本線,仲木戸駅
KK36,京急本線,神奈川駅
KK37,京急本線,横浜駅
KK38,京急本線,戸部駅
KK39,京急本線,日ノ出町駅
KK40,京急本線,黄金町駅
KK41,京急本線,南太田駅
KK42,京急本線,井土ヶ谷駅
KK43,京急本線,弘明寺駅
KK44,京急本線,上大岡駅
KK45,京急本線,屏風浦駅
KK46,京急本線,杉田駅
KK47,京急本線,京急富岡駅
KK48,京急本線,能見台駅
KK49,京急本線,金沢文庫駅
KK50,京急本線,金沢八景駅
KK54,京急本線,追浜駅
KK55,京急本線,京急田浦駅
KK56,京急本線,安針塚駅
KK57,京急本線,逸見駅
KK58,京急本線,汐入駅
KK59,京急本線,横須賀中央駅
KK60,京急本線,県立大学駅
KK61,京急本線,堀ノ内駅
KK62,京急本線,京急大津駅
KK63,京急本線,馬堀海岸駅
KK64,京急本線,浦賀駅
KK11,京急空港線,京急蒲田駅
KK12,京急空港線,糀谷駅
KK13,京急空港線,大鳥居駅
KK14,京急空港線,穴守稲荷駅
KK15,京急空港線,天空橋駅
KK16,京急空港線,羽田空港国際線ターミナル駅
KK17,京急空港線,羽田空港国内線ターミナル駅
KK20,京急大師線,京急川崎駅
KK21,京急大師線,港町駅
KK22,京急大師線,鈴木町駅
KK23,京急大師線,川崎大師駅
KK24,京急大師線,東門前駅
KK25,京急大師線,産業道路駅
KK26,京急大師線,小島新田駅
KK50,京急逗子線,金沢八景駅
KK51,京急逗子線,六浦駅
KK52,京急逗子線,神武寺駅
KK53,京急逗子線,新逗子駅
KK61,京急久里浜線,堀ノ内駅
KK65,京急久里浜線,新大津駅
KK66,京急久里浜線,北久里浜駅
KK67,京急久里浜線,京急久里浜駅
KK68,京急久里浜線,YRP野比駅
KK69,京急久里浜線,京急長沢駅
KK70,京急久里浜線,津久井浜駅
KK71,京急久里浜線,三浦海岸駅
KK72,京急久里浜線,三崎口駅
TY01,東急東横線,渋谷駅
TY02,東急東横線,代官山駅
TY03,東急東横線,中目黒駅
TY04,東急東横線,祐天寺駅
TY05,東急東横線,学芸大学駅
TY06,東急東横線,都立大学駅
TY07,東急東横線,自由が丘駅
TY08,東急東横線,田園調布駅
TY09,東急東横線,多摩川駅
TY10,東急東横線,新丸子駅
TY11,東急東横線,武蔵小杉駅
TY12,東急東横線,元住吉駅
TY13,東急東横線,日吉駅
TY14,東急東横線,綱島駅
TY15,東急東横線,大倉山駅
TY16,東急東横線,菊名駅
TY17,東急東横線,妙蓮寺駅
TY18,東急東横線,白楽駅
TY19,東急東横線,東白楽駅
TY20,東急東横線,反町駅
TY21,東急東横線,横浜駅
MG01,東急目黒線,目黒駅
MG02,東急目黒線,不動前駅
MG03,東急目黒線,武蔵小山駅
MG04,東急目黒線,西小山駅
MG05,東急目黒線,洗足駅
MG06,東急目黒線,大岡山駅
MG07,東急目黒線,奥沢駅
MG08,東急目黒線,田園調布駅
MG10,東急目黒線,新丸子駅
MG11,東急目黒線,武蔵小杉駅
MG12,東急目黒線,元住吉駅
MG13,東急目黒線,日吉駅
DT01,東急田園都市線,渋谷駅
DT02,東急田園都市線,池尻大橋駅
DT03,東急田園都市線,三軒茶屋駅
DT04,東急田園都市線,駒沢大学駅
DT05,東急田園都市線,桜新町駅
DT06,東急田園都市線,用賀駅
DT07,東急田園都市線,二子玉川駅
DT08,東急田園都市線,二子新地駅
DT09,東急田園都市線,高津駅
DT10,東急田園都市線,溝の口駅
DT11,東急田園都市線,梶が谷駅
DT12,東急田園都市線,宮崎台駅
DT13,東急田園都市線,宮前平駅
DT14,東急田園都市線,鷺沼駅
DT15,東急田園都市線,たまプラーザ駅
DT16,東急田園都市線,あざみ野駅
DT17,東急田園都市線,江田駅
DT18,東急田園都市線,市が尾駅
DT19,東急田園都市線,藤が丘駅
DT20,東急田園都市線,青葉台駅
DT21,東急田園都市線,田奈駅
DT22,東急田園都市線,長津田駅
DT23,東急田園都市線,つくし野駅
DT24,東急田園都市線,すずかけ台駅
DT25,東急田園都市線,南町田駅
DT26,東急田園都市線,つきみ野駅
DT27,東急田園都市線,中央林間駅
OM01,東急大井町線,大井町駅
OM02,東急大井町線,下神明駅
OM03,東急大井町線,戸越公園駅
OM04,東急大井町線,中延駅
OM05,東急大井町線,荏原町駅
OM06,東急大井町線,旗の台駅
OM07,東急大井町線,北千束駅
OM08,東急大井町線,大岡山駅
OM09,東急大井町線,緑が丘駅
OM10,東急大井町線,自由が丘駅
OM11,東急大井町線,九品仏駅
OM12,東急大井町線,尾山台駅
OM13,東急大井町線,等々力駅
OM14,東急大井町線,上野毛駅
OM15,東急大井町線,二子玉川駅
OM16,東急大井町線,溝の口駅
IK01,東急池上線,五反田駅
IK02,東急池上線,大崎広小路駅
IK03,東急池上線,戸越銀座駅
IK04,東急池上線,荏原中延駅
IK05,東急池上線,旗の台駅
IK06,東急池上線,長原駅
IK07,東急池上線,洗足池駅
IK08,東急池上線,石川台駅
IK09,東急池上線,雪が谷大塚駅
IK10,東急池上線,御嶽山駅
IK11,東急池上線,久が原駅
IK12,東急池上線,千鳥町駅
IK13,東急池上線,池上駅
IK14,東急池上線,蓮沼駅
IK15,東急池上線,蒲田駅
TM01,東急多摩川線,多摩川駅
TM02,東急多摩川線,沼部駅
TM03,東急多摩川線,鵜の木駅
TM04,東急多摩川線,下丸子駅
TM05,東急多摩川線,武蔵新田駅
TM06,東急多摩川線,矢口渡駅
TM07,東急多摩川線,蒲田駅
SG01,東急世田谷線,三軒茶屋駅
SG02,東急世田谷線,西太子堂駅
SG03,東急世田谷線,若林駅
SG04,東急世田谷線,松陰神社前駅
SG05,東急世田谷線,世田谷駅
SG06,東急世田谷線,上町駅
SG07,東急世田谷線,宮の坂駅
SG08,東急世田谷線,山下駅
SG09,東急世田谷線,松原駅
SG10,東急世田谷線,下高井戸駅
KD01,東急こどもの国線,長津田駅
KD02,東急こどもの国線,恩田駅
KD03,東急こどもの国線,こどもの国駅
MM01,横浜高速鉄道みなとみらい21線,横浜駅
MM02,横浜高速鉄道みなとみらい21線,新高島駅
MM03,横浜高速鉄道みなとみらい21線,みなとみらい駅
MM04,横浜高速鉄道みなとみらい21線,馬車道駅
MM05,横浜高速鉄道みなとみらい21線,日本大通り駅
MM06,横浜高速鉄道みなとみらい21線,元町・中華街駅
TS-01,東武伊勢崎線,浅草駅
TS-02,東武伊勢崎線,とうきょうスカイツリー駅
TS-03,東武伊勢崎線,押上〈スカイツリー前〉駅
TS-04,東武伊勢崎線,曳舟駅 
TS-05,東武伊勢崎線,東向島駅
TS-06,東武伊勢崎線,鐘ヶ淵駅 
TS-07,東武伊勢崎線,堀切駅
TS-08,東武伊勢崎線,牛田駅
TS-09,東武伊勢崎線,北千住駅 
TS-10,東武伊勢崎線,小菅駅
TS-11,東武伊勢崎線,五反野駅
TS-12,東武伊勢崎線,梅島駅
TS-13,東武伊勢崎線,西新井駅
TS-14,東武伊勢崎線,竹ノ塚駅
TS-15,東武伊勢崎線,谷塚駅
TS-16,東武伊勢崎線,草加駅 
TS-17,東武伊勢崎線,松原団地駅
TS-18,東武伊勢崎線,新田駅
TS-19,東武伊勢崎線,蒲生駅
TS-20,東武伊勢崎線,新越谷駅
TS-21,東武伊勢崎線,越谷駅 
TS-22,東武伊勢崎線,北越谷駅 
TS-23,東武伊勢崎線,大袋駅
TS-24,東武伊勢崎線,せんげん台駅 
TS-25,東武伊勢崎線,武里駅
TS-26,東武伊勢崎線,一ノ割駅
TS-27,東武伊勢崎線,春日部駅 
TS-28,東武伊勢崎線,北春日部駅 
TS-29,東武伊勢崎線,姫宮駅
TS-30,東武伊勢崎線,東武動物公園駅 
TI-01,東武伊勢崎線,和戸駅
TI-02,東武伊勢崎線,久喜駅 
TI-03,東武伊勢崎線,鷲宮駅
TI-04,東武伊勢崎線,花崎駅
TI-05,東武伊勢崎線,加須駅 
TI-06,東武伊勢崎線,南羽生駅
TI-07,東武伊勢崎線,羽生駅 
TI-08,東武伊勢崎線,川俣駅
TI-09,東武伊勢崎線,茂林寺前駅
TI-10,東武伊勢崎線,館林駅 
TI-11,東武伊勢崎線,多々良駅
TI-12,東武伊勢崎線,県駅
TI-13,東武伊勢崎線,福居駅
TI-14,東武伊勢崎線,東武和泉駅
TI-15,東武伊勢崎線,足利市駅
TI-16,東武伊勢崎線,野州山辺駅
TI-17,東武伊勢崎線,韮川駅
TI-18,東武伊勢崎線,太田駅 
TI-19,東武伊勢崎線,細谷駅
TI-20,東武伊勢崎線,木崎駅
TI-21,東武伊勢崎線,世良田駅
TI-22,東武伊勢崎線,境町駅
TI-23,東武伊勢崎線,剛志駅
TI-24,東武伊勢崎線,新伊勢崎駅
TI-25,東武伊勢崎線,伊勢崎駅
TS-44,東武亀戸線,亀戸駅
TS-43,東武亀戸線,亀戸水神駅
TS-42,東武亀戸線,東あずま駅
TS-41,東武亀戸線,小村井駅
TS-04,東武亀戸線,曳舟駅
TS-13,東武大師線,西新井駅
TS-51,東武大師線,大師前駅
TI-10,東武佐野線,館林駅
TI-31,東武佐野線,渡瀬駅
TI-32,東武佐野線,田島駅
TI-33,東武佐野線,佐野市駅
TI-34,東武佐野線,佐野駅
TI-35,東武佐野線,堀米駅
TI-36,東武佐野線,吉水駅
TI-37,東武佐野線,田沼駅
TI-38,東武佐野線,多田駅
TI-39,東武佐野線,葛生駅
TI-10,東武小泉線,館林駅
TI-41,東武小泉線,成島駅
TI-42,東武小泉線,本中野駅
TI-43,東武小泉線,篠塚駅
TI-44,東武小泉線,東小泉駅
TI-45,東武小泉線,小泉町駅
TI-46,東武小泉線,西小泉駅
TI-44,東武小泉線,東小泉駅
TI-47,東武小泉線,竜舞駅
TI-18,東武小泉線,太田駅
TI-18,東武桐生線,太田駅
TI-51,東武桐生線,三枚橋駅
TI-52,東武桐生線,治良門橋駅
TI-53,東武桐生線,藪塚駅
TI-54,東武桐生線,阿左美駅
TI-55,東武桐生線,新桐生駅
TI-56,東武桐生線,相老駅
TI-57,東武桐生線,赤城駅
TS-30,東武日光線,東武動物公園駅
TN-01,東武日光線,杉戸高野台駅
TN-02,東武日光線,幸手駅
TN-03,東武日光線,南栗橋駅
TN-04,東武日光線,栗橋駅
TN-05,東武日光線,新古河駅
TN-06,東武日光線,柳生駅
TN-07,東武日光線,板倉東洋大前駅
TN-08,東武日光線,藤岡駅
TN-09,東武日光線,静和駅
TN-10,東武日光線,新大平下駅
